Angle,AutoHitType,AutoPitchType,AwayTeam,AwayTeamForeignID,Balls,BasePositionX,BasePositionY,BasePositionZ,Batter,BatterId,BatterSide,BatterTeam,Bearing,CatchPositionX,CatchPositionY,CatchPositionZ,Catcher,CatcherId,CatcherTeam,CatcherThrowCatchConfidence,CatcherThrowLocationConfidence,CatcherThrowReleaseConfidence,CatcherThrows,ContactPositionX,ContactPositionY,ContactPositionZ,Date,Direction,Distance,EffectiveVelo,ExchangeTime,ExitSpeed,Extension,GameForeignID,GameID,GameUID,HangTime,HitLandingConfidence,HitLaunchConfidence,HitSpinAxis,HitSpinRate,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,HomeTeam,HomeTeamForeignID,HorzApprAngle,HorzBreak,HorzRelAngle,InducedVertBreak,Inning,KorBB,LastTrackedDistance,League,Level,LocalDateTime,MaxHeight,MeasuredDuration,Notes,Outs,OutsOnPlay,PAofInning,PitchCall,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchLocationConfidence,PitchMovementConfidence,PitchNo,PitchReleaseConfidence,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,PitchUID,Pitcher,PitcherId,PitcherSet,PitcherTeam,PitcherThrows,PitchofPA,PlateLocHeight,PlateLocSide,PlayID,PlayResult,PopTime,PositionAt110X,PositionAt110Y,PositionAt110Z,RelHeight,RelSide,RelSpeed,RunsScored,SpeedDrop,SpinAxis,SpinRate,Stadium,Strikes,System,TaggedHitType,TaggedPitchType,ThrowPositionX,ThrowPositionY,ThrowPositionZ,ThrowSpeed,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,Tilt,Time,TimeToBase,Top/Bottom,UTCDate,UTCDateTime,UTCTime,VertApprAngle,VertBreak,VertRelAngle,ZoneSpeed,ZoneTime,ax0,ay0,az0,pfxx,pfxz,vx0,vy0,vz0,x0,y0,z0
,,Sinker,NEB,4865,0,,,,"Peterson, Elliott",830325,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,90.92506,,,5.95296,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,0.638244,18.61103,-2.70191,11.69938,4,Undefined,,Team,TeamExclusive,2025-09-08T16:55:01.7585664-05:00,,,,2,0,8,BallCalled,,,,High,High,143,High,54.5471,-134.40451,15.05888,5.80356,1.3304,-10.57194,-1.71545,6.08501,-9.17296,7958f420-8cfe-11f0-a6e0-75560cc6e930,"Pankonin, Auden",10298951,Undefined,NEB,Right,1,4.53831,0.76766,a4d613ce-2a28-44b9-9d18-91d2c9dfb023,Undefined,,,,,5.80359,1.72452,91.93367,0,8.53419,240.337697,2151.572989,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,2:00,16:55:01.75,,Bottom,2025-09-08,2025-09-08T21:55:01.7585664Z,21:55:01.75,-3.484296,-21.47466,0.564632,83.39948,0.414544,-18.34591,30.11775,-21.14388,-10.23835,6.15563,5.46197,-133.38169,0.61234,-1.51938,50.0,5.83655
,,Sinker,NEB,4865,1,,,,"Peterson, Elliott",830325,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,88.54304,,,5.75276,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,1.990263,14.12887,-0.537652,14.56595,4,Undefined,,Team,TeamExclusive,2025-09-08T16:55:17.1508736-05:00,,,,2,1,8,BallinDirt,,,,High,High,144,High,54.74295,-131.40209,14.38668,5.82544,4.12865,-9.92989,-2.14506,1.00827,-6.1372,827605c0-8cfe-11f0-a6e0-75560cc6e930,"Pankonin, Auden",10298951,Undefined,NEB,Right,2,5.7838,2.83047,e8bf8176-5ec0-4e80-9efe-ec77ab39a4ad,Undefined,,,,,5.82657,2.15361,89.88606,0,8.46325,226.481591,2204.671445,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,1:30,16:55:17.15,,Bottom,2025-09-08,2025-09-08T21:55:17.1508736Z,21:55:17.15,-2.080144,-20.41702,1.781006,81.42282,0.425696,-12.27439,28.77335,-19.85978,-7.17146,7.19473,0.56346,-130.35938,3.40895,-2.11658,50.0,5.96202
,,Four-Seam,NEB,4865,0,,,,"Strohmeyer, Reed ",10151008,Left,NEB,,,,,"Fikes, Trey ",10277361,NEB,,,,Right,,,,2025-09-08,,,92.26015,,,5.87581,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.30521,6.98784,-1.558275,15.96969,3,Undefined,,Team,TeamExclusive,2025-09-08T16:13:10.3696896-05:00,,,,0,0,1,BallCalled,,,,High,High,67,High,54.62229,-136.47779,15.29128,6.01578,0.24641,-8.28775,-2.0173,3.61324,-3.68239,a05e0660-8cf8-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,1,4.73302,1.15557,b5802a9f-acab-4a07-9238-31af11ba65e4,Undefined,,,,,6.01805,2.02095,93.31408,0,8.53982,205.100865,2238.428435,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,12:45,16:13:10.36,,Top,2025-09-08,2025-09-08T21:13:10.3696896Z,21:13:10.36,-3.024292,-16.25119,0.074517,84.77426,0.408545,-7.36478,30.58256,-16.57549,-3.97941,8.42835,3.36286,-135.43805,-0.31713,-1.89872,50.0,6.01457
37.375222,FlyBall,Sinker,NEB,4865,1,,,,"Strohmeyer, Reed ",10151008,Left,NEB,-12.754835,,,,"Fikes, Trey ",10277361,NEB,,,,Right,1.46923,3.93355,-0.62828,2025-09-08,-3.161147,328.32025,91.76131,,93.63722,5.93245,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,5.613778,Low,High,159.204022,2965.139025,1.47511,108.85271,-24.6629,5.67804,-0.75687,-0.00359,0.01943,-0.00271,0.00012,3.93051,83.41838,-18.2369,0.83782,-0.06936,-0.01163,0.00938,-0.00175,0.0001,-0.62757,-6.03825,-5.068,1.71448,-0.32917,0.02623,0.00251,-0.00066,4e-05,NEB,4865,-0.052299,14.38835,-2.634059,13.2367,3,Undefined,125.61642,Team,TeamExclusive,2025-09-08T16:13:25.2771840-05:00,109.4674,,,0,1,1,InPlay,,,,High,High,68,High,54.56843,-135.83618,15.72039,5.95348,-1.86276,-9.38132,-1.85905,6.07073,-7.45494,a94efef0-8cf8-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,2,3.60477,0.61833,a45f3ca6-7664-4fde-8fd7-847d9d8fde83,Out,,109.153,81.68258,-13.62433,5.95431,1.86496,92.90757,0,8.6791,229.869059,2176.668536,UNebraska,0,v3,FlyBall,Fastball,,,,,,,,,,,,,,1:45,16:13:25.27,,Top,2025-09-08,2025-09-08T21:13:25.2771840Z,21:13:25.27,-4.452886,-19.33544,-0.794792,84.22847,0.410766,-14.90987,31.44078,-18.76264,-8.17032,7.34918,5.56731,-134.77462,-2.49626,-1.66258,50.0,5.87989
,,Changeup,NEB,4865,0,,,,"Stokes, Rhett",822403,Right,NEB,,,,,"Fikes, Trey ",10277361,NEB,,,,Right,,,,2025-09-08,,,84.36102,,,6.47318,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-2.492168,18.54966,-5.838751,6.76914,3,Undefined,,Team,TeamExclusive,2025-09-08T16:14:04.5429248-05:00,,,,1,0,2,BallCalled,,,,High,High,69,High,54.02892,-123.13082,12.04504,5.58316,-4.7974,-12.63476,-1.73102,12.3741,-8.53861,c0c66190-8cf8-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,1,0.91818,-2.09555,c8bd798a-3e26-4f7a-b605-7867f3cbf19b,Undefined,,,,,5.58047,1.73949,84.59027,0,7.03912,253.430954,2096.937893,UNebraska,0,v3,Undefined,ChangeUp,,,,,,,,,,,,,,2:30,16:14:04.54,,Top,2025-09-08,2025-09-08T21:14:04.5429248Z,21:14:04.54,-8.105808,-31.76821,-2.18157,77.55115,0.446799,-17.07721,24.09009,-25.26951,-11.2656,4.55481,11.81353,-122.34004,-5.6269,-1.33403,50.0,5.41206
40.08113,FlyBall,Four-Seam,NEB,4865,1,,,,"Stokes, Rhett",822403,Right,NEB,74.849217,,,,"Fikes, Trey ",10277361,NEB,,,,Right,0.37194,2.98722,-0.51874,2025-09-08,57.078002,236.79695,92.40244,,79.63599,5.94317,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,4.522512,Low,High,220.931129,5046.031867,0.37291,48.56865,-20.16479,6.63972,-2.18767,0.75973,-0.2145,0.03503,-0.0023,2.99377,75.04392,-21.68633,0.31023,1.31,-0.77543,0.2235,-0.03171,0.00175,-0.51135,74.84787,-8.82228,0.0219,1.07764,-0.55692,0.13671,-0.01613,0.00072,NEB,4865,-0.800433,13.00324,-3.132591,13.65265,3,Undefined,102.93186,Team,TeamExclusive,2025-09-08T16:14:19.9467520-05:00,75.75245,,,1,0,2,FoulBallNotFieldable,,,,High,High,70,High,54.55776,-136.52004,15.34372,6.0106,-3.13917,-8.95791,-1.94416,7.3098,-7.00559,c9e966a0-8cf8-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,2,3.23883,0.12449,0c696847-8905-4896-ad75-cf6fcf6a3aa3,Undefined,,44.70303,72.42193,100.50666,6.01171,1.94968,93.42856,0,8.42449,225.925899,2308.668193,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,1:30,16:14:19.94,,Top,2025-09-08,2025-09-08T21:14:19.9467520Z,21:14:19.94,-4.819241,-18.4691,-1.327816,85.00407,0.407916,-14.01118,30.68745,-17.91583,-7.56685,7.70028,6.84027,-135.49166,-3.73956,-1.70707,50.0,5.89534
44.977304,FlyBall,Sinker,NEB,4865,1,,,,"Stokes, Rhett",822403,Right,NEB,154.469027,,,,"Fikes, Trey ",10277361,NEB,,,,Right,0.58174,2.99153,0.20492,2025-09-08,138.647477,225.0479,92.92819,,74.54311,5.91714,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,3.641193,Low,High,312.229669,5383.127253,0.5795,-57.98673,-2.2405,2.52609,-1.6181,0.85666,-0.29316,0.05392,-0.00398,2.9925,77.24257,-28.73969,3.01564,0.07841,-0.40635,0.18103,-0.03756,0.00305,0.20174,51.1872,-15.77031,5.59211,-2.23893,0.94513,-0.2823,0.04524,-0.00284,NEB,4865,-0.625853,16.5867,-3.597548,14.31229,3,Undefined,80.59359,Team,TeamExclusive,2025-09-08T16:14:45.3104128-05:00,63.98897,,,1,0,2,FoulBallNotFieldable,,,,High,High,71,High,54.58524,-137.03031,14.69237,6.07593,-3.52944,-8.53594,-1.6474,8.42013,-8.90751,d9084020-8cf8-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,3,3.23911,-0.30714,3238617d-529a-401f-911a-b0bae190f148,Undefined,,-94.19252,63.85625,56.81334,6.07726,1.65387,93.79848,0,8.06134,231.260603,2351.212332,UNebraska,1,v3,Undefined,Fastball,,,,,,,,,,,,,,1:45,16:14:45.31,,Top,2025-09-08,2025-09-08T21:14:45.3104128Z,21:14:45.31,-4.78441,-17.44698,-1.488216,85.73713,0.405608,-17.81502,29.38474,-17.07187,-9.49024,8.04508,7.82186,-136.0435,-4.10275,-1.37468,50.0,5.94778
,,Four-Seam,NEB,4865,1,,,,"Stokes, Rhett",822403,Right,NEB,,,,,"Fikes, Trey ",10277361,NEB,,,,Right,,,,2025-09-08,,,92.23836,,,6.00817,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-2.404534,3.22654,-2.983412,19.80781,3,Undefined,,Team,TeamExclusive,2025-09-08T16:15:12.9197568-05:00,,,,1,0,2,BallCalled,,,,High,High,72,High,54.4889,-136.63626,16.56257,6.12289,-1.80353,-6.24754,-1.66625,7.07357,-2.36834,e9834e40-8cf8-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,4,4.34169,-0.8293,265e6c73-340a-4665-9526-17d4d3883571,Undefined,,,,,6.12718,1.66845,93.55074,0,9.25296,189.809306,2258.479111,UNebraska,2,v3,Undefined,Fastball,,,,,,,,,,,,,,12:15,16:15:12.91,,Top,2025-09-08,2025-09-08T21:15:12.9197568Z,21:15:12.91,-3.239961,-12.42831,-0.808135,84.29778,0.408642,-4.73669,33.12514,-12.49508,-2.57874,10.71359,6.91733,-135.54364,-2.21568,-1.43551,50.0,6.05661
,,Changeup,NEB,4865,2,,,,"Stokes, Rhett",822403,Right,NEB,,,,,"Fikes, Trey ",10277361,NEB,,,,Right,,,,2025-09-08,,,84.72665,,,6.46507,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-2.893613,18.72092,-6.264194,8.13339,3,Undefined,,Team,TeamExclusive,2025-09-08T16:15:33.6484864-05:00,,,,1,0,2,BallCalled,,,,High,High,73,High,54.03449,-124.2535,13.44321,5.7353,-3.29617,-12.164,-1.63212,13.38454,-8.83984,f5e307c0-8cf8-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,5,1.86194,-2.57444,ecfe9c8e-30c7-4d65-93f5-722654fc52dd,Undefined,,,,,5.73287,1.64234,85.44081,0,8.07348,250.126945,2254.698085,UNebraska,2,v3,Undefined,ChangeUp,,,,,,,,,,,,,,2:15,16:15:33.64,,Top,2025-09-08,2025-09-08T21:15:33.6484864Z,21:15:33.64,-7.126924,-30.07206,-1.476797,77.36733,0.444871,-17.67969,26.88642,-24.32799,-11.58831,5.14276,12.80846,-123.37742,-4.08889,-1.20537,50.0,5.61498
,,Four-Seam,NEB,4865,3,,,,"Stokes, Rhett",822403,Right,NEB,,,,,"Fikes, Trey ",10277361,NEB,,,,Right,,,,2025-09-08,,,93.30167,,,6.13668,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-2.62372,8.77756,-4.199704,18.29481,3,Walk,,Team,TeamExclusive,2025-09-08T16:15:53.4959616-05:00,,,,1,0,2,BallCalled,,,,High,High,74,High,54.36373,-137.02613,14.77933,6.00753,-7.78845,-6.097,-1.85568,9.94869,-5.31595,01ace9e0-8cf9-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,6,1.86506,-1.29713,d5f94035-5257-41a9-ba02-413c9c63e008,Undefined,,,,,6.01093,1.85997,94.02103,0,8.07889,206.936243,2302.673888,UNebraska,2,v3,Undefined,Fastball,,,,,,,,,,,,,,1:00,16:15:53.49,,Top,2025-09-08,2025-09-08T21:15:53.4959616Z,21:15:53.49,-5.820164,-13.21076,-3.282078,85.94213,0.403985,-10.6319,29.55867,-12.194,-5.66374,10.64359,9.60894,-136.08155,-8.17812,-1.54319,50.0,5.75241
,,Four-Seam,NEB,4865,0,,,,"Worthley, Jeter",10081852,Right,NEB,,,,,"Fikes, Trey ",10277361,NEB,,,,Right,,,,2025-09-08,,,91.64917,,,5.70931,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,0.84753,8.52414,-0.676774,16.99383,3,Undefined,,Team,TeamExclusive,2025-09-08T16:16:27.3953280-05:00,,,,1,0,3,BallCalled,,,,High,High,75,High,54.79038,-135.50109,13.91734,5.92587,1.67179,-8.04679,-1.4309,1.48966,-4.11748,15cc20d0-8cf9-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,1,5.25226,1.51454,62ca9a28-7f57-4349-aaa6-0dd40fc60e9f,Undefined,,,,,5.9283,1.43478,92.5925,0,7.8308,208.019942,2260.314366,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,1:00,16:16:27.39,,Top,2025-09-08,2025-09-08T21:16:27.3953280Z,21:16:27.39,-2.297453,-15.65808,0.67481,84.7617,0.411269,-8.23496,27.83468,-16.09359,-4.4726,8.73367,1.19747,-134.51345,1.10075,-1.38323,50.0,5.97505
24.144311,LineDrive,Sinker,NEB,4865,1,,,,"Worthley, Jeter",10081852,Right,NEB,4.379328,,,,"Fikes, Trey ",10277361,NEB,,,,Right,1.84887,3.12639,-0.64417,2025-09-08,-2.29792,291.23372,92.08199,,88.69878,5.82959,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,4.073292,Medium,High,201.845137,3362.599881,1.84867,118.61939,-22.97514,5.26458,-1.15038,0.23207,-0.03686,0.00353,-0.00013,3.12666,53.20729,-15.11928,0.61124,-0.06152,0.02296,-0.012,0.00298,-0.00026,-0.64412,-4.7605,5.43457,-1.41511,0.33242,-0.06641,0.00954,-0.0008,3e-05,NEB,4865,0.910473,19.35702,-2.556904,17.2656,3,Undefined,283.33139,Team,TeamExclusive,2025-09-08T16:17:00.4396544-05:00,53.28205,,,1,1,3,InPlay,,,,High,High,76,High,54.67095,-137.0309,16.98349,5.99624,-4.34292,-7.1153,-1.413,5.86523,-9.85453,29979270-8cf9-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,2,3.0239,0.65572,892d796d-227d-4990-a4ca-872130feba56,Out,,109.9966,44.05939,-0.80027,5.99888,1.42115,93.76676,0,9.33523,230.274497,2355.218338,UNebraska,0,v3,FlyBall,Fastball,,,,,,,,,,,,,,1:45,16:17:00.43,,Top,2025-09-08,2025-09-08T21:17:00.4396544Z,21:17:00.43,-4.745293,-15.08009,-1.845929,84.43153,0.409336,-19.70907,33.96699,-14.23059,-10.70548,9.74642,5.19055,-135.86814,-4.83006,-1.22377,50.0,5.83924
65.647656,,Sinker,NEB,4865,0,,,,"Grego, Drew",10290580,Right,NEB,,,,,"Fikes, Trey ",10277361,NEB,,,,Right,0.60751,3.74976,-0.02231,2025-09-08,117.607484,,93.51591,,75.107,5.93817,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,Undefined,High,335.760556,5192.758071,0.60751,-21.04946,-7.71829,3.79076,-1.17898,0.31454,-0.07698,0.01489,-0.0014,3.74976,100.35576,-30.52638,4.08922,-0.75053,0.10301,-0.00154,-0.01024,0.00396,-0.02231,40.25108,-8.30944,2.08662,-0.44127,0.08064,-0.00851,-0.00432,0.00214,NEB,4865,0.036722,15.85178,-2.80743,13.31233,3,Undefined,34.02975,Team,TeamExclusive,2025-09-08T16:17:58.5535488-05:00,66.3468,,,2,0,4,FoulBallNotFieldable,,,,High,High,77,High,54.56342,-138.10914,15.54134,5.94486,-1.67739,-9.13145,-1.40104,6.57645,-8.4696,4c351d20-8cf9-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,1,3.78464,0.12184,463490f2-adbe-4565-bb13-cf295b3f6099,Undefined,,,,,5.94586,1.40746,94.45611,0,8.46816,232.208162,2384.670998,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,1:45,16:17:58.55,,Top,2025-09-08,2025-09-08T21:17:58.5535488Z,21:17:58.55,-4.121178,-18.04899,-0.707451,85.98795,0.403059,-16.93921,31.08268,-18.26291,-8.92725,7.33142,6.01464,-137.07826,-2.2831,-1.19224,50.0,5.87918
32.628968,FlyBall,Changeup,NEB,4865,0,,,,"Grego, Drew",10290580,Right,NEB,75.212062,,,,"Fikes, Trey ",10277361,NEB,,,,Right,0.3939,3.5141,-0.45016,2025-09-08,58.443685,282.64676,83.62665,,90.24968,6.49534,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,4.813145,Low,Medium,,5457.921196,0.39804,58.25138,-24.49329,7.28122,-1.6058,0.25811,-0.0351,0.00431,-0.00028,3.51525,71.33676,-18.32971,-0.05002,0.7994,-0.40252,0.11067,-0.01546,0.00084,-0.4463,94.90965,-16.01746,2.59809,0.0021,-0.16369,0.04638,-0.00536,0.00022,NEB,4865,-0.786848,14.97001,-3.499293,3.98886,3,Undefined,140.66539,Team,TeamExclusive,2025-09-08T16:18:27.2366592-05:00,78.34982,,,2,0,4,FoulBallNotFieldable,,,,High,High,78,High,54.00862,-121.45004,10.58984,5.62277,1.38968,-14.39851,-1.5953,7.27971,-6.50154,5d556bf0-8cf9-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,2,3.32594,-0.36807,e4d1faa9-e7be-466e-992a-74195c89b76b,Undefined,,46.49152,65.78704,99.69212,5.61942,1.60076,83.07208,0,6.2838,259.091767,1956.660579,UNebraska,1,v3,Undefined,ChangeUp,,,,,,,,,,,,,,2:45,16:18:27.23,,Top,2025-09-08,2025-09-08T21:18:27.2366592Z,21:18:27.23,-5.868195,-35.22833,0.698247,76.78828,0.450723,-13.00308,21.17967,-28.79703,-8.71493,2.26335,6.84928,-120.74895,0.43644,-1.36145,50.0,5.65299
,,Sinker,NEB,4865,0,,,,"Grego, Drew",10290580,Right,NEB,,,,,"Fikes, Trey ",10277361,NEB,,,,Right,,,,2025-09-08,,,90.98442,,,5.76129,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,1.649575,16.14383,-1.24037,14.95891,3,Undefined,,Team,TeamExclusive,2025-09-08T16:18:57.6690688-05:00,,,,2,0,4,HitByPitch,,,,High,High,79,High,54.74064,-134.94191,15.07346,6.19564,-0.07769,-8.89368,-1.35139,2.73732,-7.78836,6f73f0e0-8cf9-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,3,4.63583,1.5478,fa2bcfa7-0cd7-473d-9977-56d96c7b982b,Undefined,,,,,6.19688,1.35721,92.19099,0,8.34937,229.310122,2052.312256,UNebraska,2,v3,Undefined,Fastball,,,,,,,,,,,,,,1:45,16:18:57.66,,Top,2025-09-08,2025-09-08T21:18:57.6690688Z,21:18:57.66,-3.488901,-18.17186,-0.050192,83.84162,0.414274,-15.57672,30.14692,-17.78737,-8.62225,7.96351,2.18793,-133.87863,-0.70505,-1.26454,50.0,6.18184
,,Changeup,NEB,4865,0,,,,"Buettenback, Max ",822404,Left,NEB,,,,,"Fikes, Trey ",10277361,NEB,,,,Right,,,,2025-09-08,,,83.69352,,,6.56395,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-1.072019,16.77473,-4.113344,7.30335,3,Undefined,,Team,TeamExclusive,2025-09-08T16:19:54.1838848-05:00,,,,2,0,5,StrikeCalled,,,,High,High,80,High,53.93966,-121.29025,10.37052,5.6518,-0.9853,-12.8791,-1.63108,8.55288,-7.3005,912f8000-8cf9-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,1,2.59657,-0.74214,33c2bb21-330a-40d8-9b17-df0b4587e790,Undefined,,,,,5.64949,1.63757,83.02231,0,6.13042,249.704788,2041.050959,UNebraska,0,v3,Undefined,ChangeUp,,,,,,,,,,,,,,2:15,16:19:54.18,,Top,2025-09-08,2025-09-08T21:19:54.1838848Z,21:19:54.18,-6.385099,-31.8512,-0.433703,76.89189,0.450363,-14.601,20.74103,-25.7582,-9.79048,4.30205,8.07729,-120.61467,-1.82429,-1.36024,50.0,5.60604
29.793921,,Changeup,NEB,4865,0,,,,"Buettenback, Max ",822404,Left,NEB,,,,,"Fikes, Trey ",10277361,NEB,,,,Right,3.06378,2.44316,0.30261,2025-09-08,53.735415,,83.36761,,94.19987,6.26064,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,Undefined,High,228.901398,3202.563367,3.06376,70.92664,-23.15487,5.99499,-3.5571,3.92901,-2.99286,1.20699,-0.19866,2.44317,68.64596,-21.30721,2.17345,0.64677,-1.86053,1.59852,-0.66453,0.11078,0.30263,96.66924,-11.82672,1.92998,0.85117,-2.08701,1.77095,-0.73563,0.12271,NEB,4865,-0.063996,19.43954,-3.573002,10.3567,3,Undefined,130.88431,Team,TeamExclusive,2025-09-08T16:20:13.9331072-05:00,60.69148,,,2,0,5,FoulBallNotFieldable,,,,High,High,81,High,54.24396,-121.70691,10.7882,5.7848,-2.92453,-11.55062,-1.34192,7.42842,-8.28265,9cec90e0-8cf9-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,2,2.10272,-0.33109,4d3fcd9c-e870-4097-a3ff-83bac2a55ccb,Undefined,,,,,5.78385,1.34787,83.264,0,6.29199,244.657923,2164.37991,UNebraska,1,v3,Undefined,ChangeUp,,,,,,,,,,,,,,2:15,16:20:13.93,,Top,2025-09-08,2025-09-08T21:20:13.9331072Z,21:20:13.93,-6.784603,-29.10458,-1.358946,76.97201,0.452123,-16.5653,21.57639,-23.10124,-11.08127,6.06922,6.84898,-120.9522,-3.73258,-1.09221,50.0,5.66838
,,Changeup,NEB,4865,0,,,,"Buettenback, Max ",822404,Left,NEB,,,,,"Fikes, Trey ",10277361,NEB,,,,Right,,,,2025-09-08,,,81.40447,,,6.57647,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,2.422197,16.1028,-0.506635,3.86217,3,Undefined,,Team,TeamExclusive,2025-09-08T16:20:43.6098560-05:00,,,,2,0,5,BallCalled,,,,High,High,82,High,53.92479,-118.71018,11.46914,5.59301,2.18623,-14.56994,-1.77139,0.86025,-5.9889,aea7e730-8cf9-11f0-a6e0-75560cc6e930,"Ziola, Jace ",1000355275,Undefined,NEB,Right,3,3.48221,2.65611,edc6ad59-6856-4641-9ce4-2f540ca2c01f,Undefined,,,,,5.58823,1.77859,81.10283,0,6.86017,260.930743,1963.192474,UNebraska,2,v3,Undefined,ChangeUp,,,,,,,,,,,,,,2:45,16:20:43.60,,Top,2025-09-08,2025-09-08T21:20:43.6098560Z,21:20:43.60,-5.920965,-37.52534,1.113841,74.24266,0.463027,-11.97781,22.93828,-29.13988,-8.523,2.15902,0.46297,-117.94936,1.21971,-1.74945,50.0,5.64949
