PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
225,5/31/2025,08:55.6,3,4,"Broderick, Luke",830153,Right,NEB,"Egrie, CJ",809041,Right,HOL_CRU,Undefined,8,Top,1,2,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.88149,1.377022,0.821958,2516.884618,44.033268,7:30,6.52541,0.54503,4.47419,-60.53464,-17.3956,-18.17556,2.79384,-0.18605,75.85087,-9.397402,-2.365459,0.472723,,,,,,,,,,,,9.06063,-8.42189,-0.61299,50,6.61123,-0.88167,-120.19022,0.34267,13.14813,25.02712,-44.39526,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,514eb4e0-3e4a-11f0-971e-77add66f9bd5,79.73476,,,7.03062,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,08:55.6,2025-05-31T14:08:55.6085248-04:00,2025-05-31T18:08:55.6085248Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,b3ecdcfe-4d25-41f3-8d42-9d21d4f06cbc,56.02856,-121.43905,12.51356,6.53887,2.55796,-22.19763,-0.55262,-1.53776,6.57407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
226,5/31/2025,09:15.8,3,5,"Broderick, Luke",830153,Right,NEB,"Egrie, CJ",809041,Right,HOL_CRU,Undefined,8,Top,1,2,2,Slider,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,83.82036,0.443384,-0.54114,2577.124303,25.367704,6:45,6.61617,0.66052,4.86232,-54.00908,-12.83532,-6.66457,2.53507,-0.40703,77.44377,-9.223746,-1.7182,0.461829,83.76257,57.773361,42.800486,4828.256615,60.29803,120.7723,92.00065,161.15758,77.17072,59.503713,5.599689,3.16784,-6.19044,-0.60118,50,6.61295,1.44087,-121.74729,-1.21062,4.76286,23.51595,-41.48144,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,5d4bdc00-3e4a-11f0-971e-77add66f9bd5,81.61549,125.87479,,6.37659,,,,1.90288,1.96931,-0.18742,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,09:15.8,2025-05-31T14:09:15.7987840-04:00,2025-05-31T18:09:15.7987840Z,FlyBall,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,8220cd51-8bd9-46bb-80ff-7ae9bded44ae,55.63987,-122.83182,11.75798,6.62467,0.70246,-20.74072,-0.66257,1.22121,2.38143,196.390657,1.90289,48.02329,-21.5464,6.79226,-1.20559,0.01042,0.04567,-0.00841,0.00048,1.95042,104.25979,-27.96264,4.19046,-1.30512,0.35214,-0.05445,0.00365,-5.00E-05,-0.18288,44.425,-9.13689,1.83776,-0.04989,-0.10201,0.03115,-0.00387,0.00018,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,101.13784,11.77844029,-6.312642612
227,5/31/2025,09:50.2,3,6,"Broderick, Luke",830153,Right,NEB,"Egrie, CJ",809041,Right,HOL_CRU,Undefined,8,Top,1,2,2,Slider,Curveball,HitByPitch,Undefined,Undefined,Undefined,0,0,,82.18076,1.141587,1.006597,2394.899211,42.591069,7:30,6.51609,0.84889,4.49112,-52.08089,-8.14827,-8.848,3.26415,1.07085,74.87117,-8.183271,-0.543582,0.477051,38.44601,7.826056,142.636509,3451.507519,,,,36.90386,36.90386,145.15792,0.701856,4.62768,-3.93544,-0.94545,50,6.58544,-1.69154,-119.07741,0.26046,6.58687,24.71707,-37.77563,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,71e6ab90-3e4a-11f0-971e-77add66f9bd5,79.01129,3.93996,,7.30959,,,,1.2092,3.10115,-1.15583,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,09:50.2,2025-05-31T14:09:50.2190000-04:00,2025-05-31T18:09:50.2190000Z,GroundBall,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,7d541bc2-8dae-4524-b611-f20df76a23f5,56.00827,-120.31809,12.35853,6.52477,2.15662,-18.88781,-0.85224,-2.02217,3.29344,295.776515,1.2092,-44.39942,-0.73738,0.07395,0.09206,-0.29573,0.38541,-0.20517,0.02678,3.10115,7.67798,-17.72901,0.73251,0.0647,-0.47838,0.84152,-0.67779,0.20664,-1.15583,33.90061,-3.08744,-0.19023,0.72732,-2.03027,2.44937,-1.10232,0.03974,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,
228,5/31/2025,10:28.9,4,1,"Broderick, Luke",830153,Right,NEB,"Lafleur, John",10148726,Left,HOL_CRU,Undefined,8,Top,1,0,0,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,92.25789,-1.391077,1.950414,2353.816842,175.532748,11:45,6.54393,0.63358,5.4727,-24.85108,8.2963,-0.57185,3.17026,2.41178,85.00956,-5.961189,1.8486,0.414377,,,,,,,,,,,,0.7885,4.8524,-0.80457,50,6.40478,-4.5348,-133.93749,-4.18921,1.44293,26.92727,-23.29433,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,88ca80c0-3e4a-11f0-971e-77add66f9bd5,90.96165,,,7.24833,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,10:28.9,2025-05-31T14:10:28.9560000-04:00,2025-05-31T18:10:28.9560000Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,959d0a52-bd87-416b-8216-3d8d2219d3e6,55.02442,-134.94384,13.46364,6.54508,-3.31864,-11.64717,-0.63408,-4.58872,0.72146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
229,5/31/2025,10:49.1,4,2,"Broderick, Luke",830153,Right,NEB,"Lafleur, John",10148726,Left,HOL_CRU,Undefined,8,Top,1,1,0,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,91.75005,0.419792,1.161846,2435.431987,176.809599,12:00,6.59156,0.65996,5.48471,-25.81198,7.61638,-0.37063,4.83339,1.7162,84.4251,-4.338379,1.095837,0.41613,,,,,,,,,,,,0.48283,4.03733,-0.76152,50,6.61086,-2.68671,-133.30723,0.00922,0.87592,26.4813,-24.85003,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,94d1ba00-3e4a-11f0-971e-77add66f9bd5,90.57849,,,7.32495,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,10:49.1,2025-05-31T14:10:49.1260000-04:00,2025-05-31T18:10:49.1260000Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,44429d2e-cf6f-4b57-b66c-044f14a8d08f,55.01298,-134.29936,13.24065,6.59307,0.94024,-12.42502,-0.66025,-2.71952,0.43796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
230,5/31/2025,12:17.6,4,3,"Broderick, Luke",830153,Right,NEB,"Lafleur, John",10148726,Left,HOL_CRU,Undefined,8,Top,1,2,0,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,92.05047,-2.940169,1.070267,2447.999957,160.605925,11:15,6.52477,0.69253,5.26519,-24.29391,9.46615,-2.96055,1.73538,1.45134,84.56725,-7.389692,0.544482,0.418189,,,,,,,,,,,,1.77402,5.85882,-0.78816,50,6.23785,-2.35515,-133.45517,-7.78456,3.20666,28.10936,-21.58383,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,c9ad86a0-3e4a-11f0-971e-77add66f9bd5,90.13249,,,7.48323,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,12:17.6,2025-05-31T14:12:17.6270000-04:00,2025-05-31T18:12:17.6270000Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,dc589676-65f7-4af7-9a11-ad391b8dba39,55.23206,-134.55268,14.05468,6.52534,-6.94184,-10.79191,-0.69376,-2.48035,1.60333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
231,5/31/2025,12:36.6,4,4,"Broderick, Luke",830153,Right,NEB,"Lafleur, John",10148726,Left,HOL_CRU,Undefined,8,Top,1,3,0,Fastball,Cutter,BallCalled,Walk,Undefined,Undefined,0,0,,93.04094,-2.676082,1.165528,2446.622423,171.28652,11:45,6.55787,0.66186,5.36499,-24.59643,7.91906,-1.07744,1.99657,1.6651,86.4786,-7.161524,0.973843,0.410409,,,,,,,,,,,,0.81575,4.89929,-0.76566,50,6.30006,-2.69901,-135.11446,-7.2714,1.53063,25.29366,-22.98108,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,d4e14340-3e4a-11f0-971e-77add66f9bd5,91.84123,,,6.56234,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,12:36.6,2025-05-31T14:12:36.6150000-04:00,2025-05-31T18:12:36.6150000Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,b1952e2e-bfc7-4150-8d4a-6d989eb2a953,55.13351,-136.07207,12.64683,6.55888,-6.40135,-11.49054,-0.66238,-2.75696,0.76531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
232,5/31/2025,13:15.9,5,1,"Broderick, Luke",830153,Right,NEB,"Baillargeon, Chris",809051,Right,HOL_CRU,Undefined,8,Top,1,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.66199,0.873845,0.120126,2540.61638,46.907447,7:30,6.4936,0.82544,4.57685,-49.09794,-7.70067,-9.43567,3.23356,0.15342,77.73959,-7.883348,-1.535818,0.463081,,,,,,,,,,,,4.64705,-3.64327,-0.82854,50,6.53751,0.17308,-121.56077,-0.16574,7.03925,21.0768,-37.6928,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,ec59de60-3e4a-11f0-971e-77add66f9bd5,81.39485,,,5.9224,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,13:15.9,2025-05-31T14:13:15.9400000-04:00,2025-05-31T18:13:15.9400000Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,fe71b05c-fdab-4a9c-bcab-45876f5afead,55.92477,-122.58373,10.5384,6.50116,1.66367,-18.8464,-0.82865,-0.16856,3.51962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
233,5/31/2025,13:33.2,5,2,"Broderick, Luke",830153,Right,NEB,"Baillargeon, Chris",809051,Right,HOL_CRU,Undefined,8,Top,1,0,1,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,82.99078,0.244632,0.835518,2608.90871,64.508685,8:15,6.4507,0.57078,4.60891,-48.78841,-6.33237,-15.99473,2.61763,0.0324,76.45203,-8.481112,-1.974507,0.468966,74.78022,52.270114,54.319957,5186.627189,42.90025,93.49804,101.2895,182.14532,69.76425,70.982995,4.935988,8.09248,-2.83213,-0.641,50,6.43022,-1.04116,-120.45364,-1.45111,11.90273,23.15192,-36.33965,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,f6c82820-3e4a-11f0-971e-77add66f9bd5,80.37353,94.08396,,6.53875,,,,1.14934,2.47078,-0.36985,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,13:33.2,2025-05-31T14:13:33.2528640-04:00,2025-05-31T18:13:33.2528640Z,Popup,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,dba4faaf-6ad5-4bb4-a8fb-740f1a1b5d92,55.89215,-121.58087,11.57596,6.4578,0.31822,-18.16983,-0.5762,-1.62069,5.95137,,1.15973,38.87403,-16.24818,3.23268,1.0051,-0.95346,0.28982,-0.04034,0.00215,2.45563,87.0484,-25.64023,4.11651,-1.59985,0.50433,-0.08766,0.00702,-0.00018,-0.37223,54.5505,-8.62993,1.70175,-0.14141,-0.07744,0.03565,-0.00587,0.00035,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,,,
234,5/31/2025,13:59.4,5,3,"Broderick, Luke",830153,Right,NEB,"Baillargeon, Chris",809051,Right,HOL_CRU,Undefined,8,Top,1,0,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,82.93061,-0.150006,1.111544,2576.686584,36.50274,7:15,6.45241,1.0441,4.3934,-55.6259,-13.2306,-10.62745,1.6737,1.21971,77.4722,-9.983533,-0.75089,0.46863,,,,,,,,,,,,5.47154,-6.13945,-1.15149,50,6.38019,-1.85957,-120.51416,-2.63559,8.14615,20.71334,-41.31459,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,065d1c00-3e4b-11f0-971e-77add66f9bd5,80.4311,,,5.45841,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,13:59.4,2025-05-31T14:13:59.4499072-04:00,2025-05-31T18:13:59.4499072Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,8e58c9d3-ba88-48fc-b58a-e6341748a64c,56.11036,-121.55984,10.35667,6.4606,-0.54989,-20.65729,-1.04723,-2.27081,4.07307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
235,5/31/2025,14:19.9,5,4,"Broderick, Luke",830153,Right,NEB,"Baillargeon, Chris",809051,Right,HOL_CRU,Undefined,8,Top,1,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,84.55397,-3.361019,0.404276,2645.368546,32.918574,7:00,6.34468,0.01572,4.73911,-57.09023,-15.77237,-11.08323,-1.60477,-0.52439,78.07863,-13.436741,-1.559094,0.462637,,,,,,,,,,,,5.73229,-6.70863,-0.0458,50,5.95412,-0.39061,-122.44677,-9.46565,8.59096,27.07925,-42.22822,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,1287e2d0-3e4b-11f0-971e-77add66f9bd5,81.47306,,,6.47534,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,14:19.9,2025-05-31T14:14:19.9015424-04:00,2025-05-31T18:14:19.9015424Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,a69c4673-a514-41c4-9950-8f3b015bf53c,55.76395,-123.71491,13.53962,6.3511,-7.48807,-21.11411,-0.01809,-0.79293,4.29548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
236,5/31/2025,16:08.7,5,5,"Broderick, Luke",830153,Right,NEB,"Baillargeon, Chris",809051,Right,HOL_CRU,Undefined,8,Top,1,2,2,Slider,Slider,InPlay,Undefined,GroundBall,Out,2,0,,84.49543,-0.820735,-0.342353,2506.745255,57.842121,8:00,6.54047,0.79266,4.86543,-47.24975,-6.13933,-12.00686,1.8262,-0.53191,77.04742,-9.318137,-2.46323,0.461474,83.88907,-7.787122,-10.87069,,,,,12.93304,12.93304,-6.859977,0.09052,5.85237,-2.42008,-0.74811,50,6.41924,1.26663,-122.48091,-3.62707,8.776,27.08967,-35.80314,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,53628440-3e4b-11f0-971e-77add66f9bd5,81.67835,1.68006,,7.44801,,,,2.1116,1.68006,0.54141,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,16:08.7,2025-05-31T14:16:08.6511616-04:00,2025-05-31T18:16:08.6511616Z,GroundBall,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,93031b61-c9d8-40df-952c-4ee0ffe67f71,55.63353,-123.72063,13.54483,6.54773,-1.9886,-17.90157,-0.79688,0.86501,4.388,25.106464,2.11162,119.71121,-13.10891,,,,,,,1.68013,-16.68065,-20.7805,,,,,,,0.54142,-22.99183,-0.60858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,81.30539,0.874350198,-5.513527524
237,5/31/2025,18:16.8,1,1,"Lenahan, Jake",10264229,Right,HOL_CRU,"Carey, Dylan",822406,Right,NEB,Undefined,8,Bottom,0,0,0,ChangeUp,Curveball,InPlay,Undefined,FlyBall,Out,1,0,,77.93755,0.009883,-0.945389,1934.49917,166.457303,11:30,5.78202,0.64226,4.47708,-43.56727,3.29036,-0.55803,2.16084,-0.30543,74.01063,-7.724075,-1.043074,0.492676,93.54264,37.58128,15.956076,4846.432543,102.08341,79.7508,40.97533,291.00403,164.54807,30.689041,5.407465,0.10827,1.86067,-0.54221,50,5.7403,1.89553,-113.48191,-1.62584,0.14631,13.69373,-29.65966,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,9fc543e0-3e4b-11f0-bb67-298c550dd1f6,76.50552,100.69187,,3.92692,,,,1.86041,1.51237,0.10857,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,18:16.8,2025-05-31T14:18:16.7659520-04:00,2025-05-31T18:18:16.7659520Z,FlyBall,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,8cef8aa2-1ca6-4386-a83e-0b83384b7e9e,56.02523,-114.20666,6.84687,5.78481,-0.05609,-14.82983,-0.64232,1.88778,0.07316,208.027503,1.87043,104.33282,-29.60144,7.3326,-0.97561,-0.06642,0.04967,-0.00713,0.00035,1.50601,83.78303,-19.79505,0.81473,0.1225,-0.09212,0.03007,-0.00463,0.00026,0.10627,29.93634,2.29519,-1.73771,0.50406,-0.0834,0.00769,-0.00036,1.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,107.91709,18.63208406,-5.658742504
238,5/31/2025,18:52.8,2,1,"Lenahan, Jake",10264229,Right,HOL_CRU,"Buettenback, Max",822404,Left,NEB,Undefined,8,Bottom,1,0,0,ChangeUp,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.91048,0.18576,-0.273599,1955.452269,256.449566,2:30,5.82146,0.82037,4.49584,-45.4225,1.64236,0.90661,2.21325,0.63523,72.75949,-7.95684,-0.114777,0.493765,,,,,,,,,,,,-0.51579,1.14949,-0.7926,50,5.79735,0.5076,-114.49043,-1.36031,-0.68754,20.28998,-30.64174,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,b543bcb0-3e4b-11f0-bb67-298c550dd1f6,76.33687,,,6.15099,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,18:52.8,2025-05-31T14:18:52.8451584-04:00,2025-05-31T18:18:52.8451584Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,b0b8ba65-deb1-4339-ae0d-a2cbd6f0e60e,56.00271,-115.54933,10.14499,5.82661,0.23884,-15.32087,-0.82003,0.54348,-0.34377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
239,5/31/2025,19:08.4,2,2,"Lenahan, Jake",10264229,Right,HOL_CRU,"Buettenback, Max",822404,Left,NEB,Undefined,8,Bottom,1,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.77288,-1.237591,-1.48157,2037.477853,171.419932,11:45,5.96436,0.72983,4.67372,-44.22542,2.72827,-0.1976,1.10297,-0.69403,72.88129,-9.163866,-1.516327,0.493181,,,,,,,,,,,,-0.29567,2.06311,-0.57881,50,5.79822,2.96357,-114.26159,-4.10974,-0.3926,20.18164,-29.43448,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,be8a4f50-3e4b-11f0-bb67-298c550dd1f6,76.4272,,,5.89159,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,19:08.4,2025-05-31T14:19:08.3932160-04:00,2025-05-31T18:19:08.3932160Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,6a183509-9606-44e8-855d-94257047092e,55.82495,-115.28584,10.09082,5.96889,-2.61589,-14.71724,-0.72972,2.98349,-0.1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
240,5/31/2025,19:23.6,2,3,"Lenahan, Jake",10264229,Right,HOL_CRU,"Buettenback, Max",822404,Left,NEB,Undefined,8,Bottom,1,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.50521,-1.432836,-1.914399,1198.537308,244.264192,2:15,5.93662,0.74198,4.28566,-38.53097,8.26008,14.14087,1.35416,0.08859,73.33869,-8.328937,0.552603,0.492326,,,,,,,,,,,,-7.39922,4.76748,-0.54962,50,5.74192,3.23065,-115.22872,-4.36531,-9.99436,20.48224,-25.73447,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,c79b04e0-3e4b-11f0-bb67-298c550dd1f6,76.55989,,,6.16652,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,19:23.6,2025-05-31T14:19:23.6061184-04:00,2025-05-31T18:19:23.6061184Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,9334624d-7fef-4bf5-a288-218fad8d8e18,56.21334,-116.32792,10.24112,5.93913,-2.98425,-12.86723,-0.73739,3.76701,-4.99718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
241,5/31/2025,19:39.6,2,4,"Lenahan, Jake",10264229,Right,HOL_CRU,"Buettenback, Max",822404,Left,NEB,Undefined,8,Bottom,1,1,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,77.20821,-1.226571,-1.349506,1195.804707,245.434026,2:15,5.98181,0.61588,4.27992,-41.24798,8.3678,14.95465,1.37065,0.57094,71.27349,-8.603388,1.260328,0.506969,,,,,,,,,,,,-7.64796,4.7889,-0.48568,50,5.8066,1.99898,-111.93344,-3.94046,-9.74275,19.42838,-26.07344,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,d1233460-3e4b-11f0-bb67-298c550dd1f6,74.34862,,,5.93472,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,19:39.6,2025-05-31T14:19:39.5660000-04:00,2025-05-31T18:19:39.5660000Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,71d95c3a-0227-42cb-a544-cfd23ed126cf,56.21906,-113.00773,9.71419,5.98463,-2.49873,-13.03672,-0.6111,2.5377,-4.87138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.81121,3.02881,1.792922,1.235889,2.34185,1.50953,-0.55094,-1.88392,6.3077,-0.02125,74.67276,11.07977,-50.17194,-1.81181,66.50295,-3.71788,6.41675,22.42562,-15.06144,-0.11702,-45.29857,3.85806,High,High,High,,,High,High,High,,,
242,5/31/2025,20:14.1,3,1,"Lenahan, Jake",10264229,Right,HOL_CRU,"Stokes, Rhett",822403,Right,NEB,Undefined,8,Bottom,2,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.47278,-1.842451,-1.95704,1959.206493,225.449995,1:30,6.22045,0.26542,4.24274,-22.77541,14.52465,13.75347,2.55719,-0.46255,82.38967,-5.946766,0.437416,0.439568,,,,,,,,,,,,-7.0763,7.72374,-0.06654,50,5.99587,3.70753,-128.40792,-5.07706,-12.06377,21.33682,-19.00648,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,e58b3420-3e4b-11f0-bb67-298c550dd1f6,85.74881,,,6.08311,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,20:14.1,2025-05-31T14:20:14.0987392-04:00,2025-05-31T18:20:14.0987392Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,c47d4396-a127-4afc-b93c-2a7fb932752b,56.25662,-129.44338,10.66841,6.21987,-4.1547,-9.50324,-0.26067,4.29298,-6.03188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
