PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
206,5/31/2025,55:16.9,5,2,"Lenahan, Jake",10264229,Right,HOL_CRU,"Swansen, Gabe",801211,Right,NEB,Undefined,7,Bottom,1,0,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.48413,-4.195204,-3.301038,1789.966332,246.843725,2:15,6.12132,0.49928,4.55803,-33.32021,8.66646,16.66918,-0.66191,-1.25684,76.82366,-10.189251,-0.379686,0.466366,,,,,,,,,,,,-9.3078,5.94945,-0.17324,50,5.65355,6.27749,-121.85053,-10.24371,-13.80715,26.92646,-23.34865,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,694bd430-3e48-11f0-971e-77add66f9bd5,80.82154,,,7.66047,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,55:16.9,2025-05-31T13:55:16.9347584-04:00,2025-05-31T17:55:16.9347584Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,03f30430-3ad2-4958-a996-df00bfba92d0,55.94047,-123.15625,13.46323,6.12284,-9.11148,-11.67432,-0.49388,6.94703,-6.90357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
207,5/31/2025,55:39.2,5,3,"Lenahan, Jake",10264229,Right,HOL_CRU,"Swansen, Gabe",801211,Right,NEB,Undefined,7,Bottom,1,1,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.69736,-0.517465,-1.055303,1936.133394,154.91671,11:15,5.75806,0.99169,4.75054,-38.94337,8.70221,-3.28331,2.02194,-0.28286,71.42558,-7.603967,-1.632729,0.496801,,,,,,,,,,,,1.27634,4.93445,-0.88263,50,5.67241,2.24032,-113.94086,-2.42352,1.65851,23.19582,-25.76216,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,7698acd0-3e48-11f0-971e-77add66f9bd5,75.87026,,,7.27178,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,55:39.2,2025-05-31T13:55:39.1591424-04:00,2025-05-31T17:55:39.1591424Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,b9013dc6-d816-472a-a93b-6c0c5523f914,55.74352,-115.10417,11.59791,5.76156,-1.1315,-12.88108,-0.99291,2.15715,0.82926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
208,5/31/2025,55:57.8,5,4,"Lenahan, Jake",10264229,Right,HOL_CRU,"Swansen, Gabe",801211,Right,NEB,Undefined,7,Bottom,1,1,1,ChangeUp,Splitter,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,83.07518,-1.528596,-1.549143,1144.033796,234.825428,1:45,5.95989,0.49198,4.53507,-32.09084,10.01119,12.51875,1.82933,0.05984,77.09763,-7.303098,0.644057,0.467007,85.46489,23.551726,-40.617527,2943.221085,80.27669,34.74117,-75.20385,273.53677,264.42695,-48.80457,3.091043,-6.55323,5.59122,-0.34325,50,5.77032,2.70754,-120.58365,-4.45998,-9.77367,20.60405,-23.83517,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,81a92a00-3e48-11f0-971e-77add66f9bd5,80.71072,37.34807,,5.97756,,,,2.89206,1.9451,0.20226,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,55:57.8,2025-05-31T13:55:57.8161152-04:00,2025-05-31T17:55:57.8161152Z,LineDrive,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,e1cd84a5-c2d9-4b97-b8cc-83db3788abe2,55.96508,-121.59863,10.30202,5.9611,-3.28583,-11.91758,-0.48848,3.189,-4.88684,,2.89209,87.22128,-17.20793,4.05636,-0.82437,0.13676,-0.0129,-0.0004,0.00015,1.94501,50.09071,-19.57698,1.70579,-0.44797,0.17786,-0.06375,0.01298,-0.00105,0.20225,-74.80446,4.75656,-1.14452,0.23034,-0.03367,0.00109,0.00068,-9.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,,,
209,5/31/2025,56:27.0,5,5,"Lenahan, Jake",10264229,Right,HOL_CRU,"Swansen, Gabe",801211,Right,NEB,Undefined,7,Bottom,1,1,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.47933,-2.174189,-2.874898,1955.384546,238.320875,2:00,6.09183,0.30948,4.53522,-25.47245,12.05749,17.2028,1.89539,-0.99656,80.33843,-6.846623,0.134966,0.440921,,,,,,,,,,,,-9.3826,6.99457,-0.02724,50,5.84179,5.64134,-129.22122,-5.9262,-15.55926,31.76163,-20.5749,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,93141660-3e48-11f0-971e-77add66f9bd5,85.48578,,,9.1409,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,56:27.0,2025-05-31T13:56:27.0158848-04:00,2025-05-31T17:56:27.0158848Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,99cd745c-7121-4a3f-a548-7a9829741101,55.96064,-130.67809,15.88081,6.09198,-4.98245,-10.28745,-0.30237,6.35502,-7.77963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
210,5/31/2025,56:50.4,5,6,"Lenahan, Jake",10264229,Right,HOL_CRU,"Swansen, Gabe",801211,Right,NEB,Undefined,7,Bottom,1,1,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,80.95447,0.078337,-1.84834,2032.182941,206.339579,1:00,5.7843,0.80254,4.65274,-38.08537,6.62315,2.57311,2.68499,-0.73973,74.12865,-6.813145,-1.396981,0.481245,,,,,,,,,,,,-1.78091,3.62071,-0.61617,50,5.75786,3.67431,-117.34137,-1.27031,-2.482,22.29145,-27.12799,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,a10b5fd0-3e48-11f0-971e-77add66f9bd5,78.32271,,,6.82582,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,56:50.4,2025-05-31T13:56:50.3890944-04:00,2025-05-31T17:56:50.3890944Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,5c39c9ec-9233-4ae1-a1d4-1dbac1fb6d91,55.8446,-118.44646,11.14573,5.7875,0.07456,-13.564,-0.80138,3.79736,-1.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
211,5/31/2025,57:15.4,5,7,"Lenahan, Jake",10264229,Right,HOL_CRU,"Swansen, Gabe",801211,Right,NEB,Undefined,7,Bottom,1,1,2,ChangeUp,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,82.69601,-2.851111,-2.907074,1206.30153,259.158555,2:45,5.89823,0.54569,4.34496,-38.9216,4.53882,16.39828,-0.07512,-0.86776,76.15464,-9.785542,-0.042225,0.47448,,,,,,,,,,,,-8.81418,3.3604,-0.25052,50,5.55209,5.3306,-119.62788,-7.52517,-12.77709,23.00438,-27.30277,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,afecbb20-3e48-11f0-971e-77add66f9bd5,79.43941,,,6.54137,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,57:15.4,2025-05-31T13:57:15.4227200-04:00,2025-05-31T17:57:15.4227200Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,2587ab89-7b5a-4e09-8e4d-19177a5ad1b1,56.15435,-120.80556,11.50219,5.90155,-6.12743,-13.65139,-0.54016,5.9847,-6.38854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
212,5/31/2025,57:47.5,6,1,"Lenahan, Jake",10264229,Right,HOL_CRU,"Sanderson, Case",806508,Left,NEB,Undefined,7,Bottom,2,0,0,ChangeUp,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,80.23592,-0.546761,-0.536319,1133.728382,277.858632,3:15,5.78574,0.63773,4.36341,-46.14959,-0.66988,14.15158,1.41767,1.30475,74.56894,-8.755789,1.938712,0.485378,,,,,,,,,,,,-7.04874,0.14528,-0.59533,50,5.68067,0.46985,-116.50326,-2.93729,-9.78475,19.83666,-31.97238,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,c3111750-3e48-11f0-971e-77add66f9bd5,77.6558,,,5.66697,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,57:47.5,2025-05-31T13:57:47.5062272-04:00,2025-05-31T17:57:47.5062272Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,6cef0a13-d9ad-4f1c-b832-c60b727e700c,56.1375,-117.54363,9.91833,5.79075,-1.26044,-15.98619,-0.63343,0.98302,-4.89238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
213,5/31/2025,58:04.0,6,2,"Lenahan, Jake",10264229,Right,HOL_CRU,"Sanderson, Case",806508,Left,NEB,Undefined,7,Bottom,2,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.44064,0.334403,-0.206882,1158.595702,275.480655,3:15,5.79085,0.61943,4.506,-45.90912,-0.24067,18.04017,2.28367,1.92569,73.58035,-7.907906,2.953692,0.486384,,,,,,,,,,,,-8.84461,0.21902,-0.61609,50,5.78211,-0.38206,-116.61683,-1.11015,-12.11596,23.00407,-31.87402,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,ccd08370-3e48-11f0-971e-77add66f9bd5,77.49519,,,6.8603,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,58:04.0,2025-05-31T13:58:04.0318976-04:00,2025-05-31T17:58:04.0318976Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,85f00065-90a3-4c4b-b5ed-c746105792e8,55.99257,-117.793,11.50204,5.79721,0.51953,-15.93701,-0.61239,0.23741,-6.05798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
214,5/31/2025,58:21.7,6,3,"Lenahan, Jake",10264229,Right,HOL_CRU,"Sanderson, Case",806508,Left,NEB,Undefined,7,Bottom,2,2,0,ChangeUp,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,81.16015,-1.248926,-1.965345,1249.45796,247.777242,2:15,5.79361,0.74236,4.42586,-39.50187,5.95048,10.55012,1.30937,-0.25424,73.60088,-8.37156,-0.120045,0.485232,92.41644,22.648144,21.086166,1618.2496,100.40737,34.49944,44.92556,294.56395,282.06354,29.353936,3.260894,-5.79914,3.69957,-0.54491,50,5.62279,3.55907,-117.40545,-4.08208,-7.98244,25.09388,-27.08162,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,d770b2a0-3e48-11f0-971e-77add66f9bd5,77.67922,39.22045,,7.55926,,,,3.65684,1.6352,0.36795,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,58:21.7,2025-05-31T13:58:21.7145856-04:00,2025-05-31T17:58:21.7145856Z,LineDrive,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,ff05ca17-4933-4366-8364-2b6facd7fc97,56.07128,-118.69601,12.54694,5.79691,-2.68929,-13.54081,-0.73851,3.9696,-3.99122,244.623958,3.65649,116.73049,-21.25679,5.45481,-1.60771,0.55598,-0.17686,0.03394,-0.00268,1.63552,52.18191,-20.22111,1.48795,0.1353,-0.22578,0.096,-0.01879,0.00139,0.36782,45.00956,2.85515,-2.34645,0.758,-0.13956,0.00856,0.00194,-0.00031,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,,,,
215,5/31/2025,00:31.7,1,1,"Horn, Tyner",10068252,Right,NEB,"Jones, Brendan",1000119807,Right,HOL_CRU,Undefined,8,Top,0,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.35974,0.15374,-1.027528,2674.454574,144.671355,10:45,5.80067,0.53618,5.06304,-38.44746,2.73599,-1.08508,2.7417,-0.52323,76.92112,-6.819573,-1.219451,0.461884,,,,,,,,,,,,0.27429,1.69232,-0.43767,50,5.78473,2.21816,-121.05367,-1.1155,0.40991,22.05916,-29.64501,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,24d5c710-3e49-11f0-971e-77add66f9bd5,81.60586,,,6.43862,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,00:31.7,2025-05-31T14:00:31.6875264-04:00,2025-05-31T18:00:31.6875264Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,a2ebdca4-7901-4f1b-8ca6-e1ea45e6cc75,55.43513,-122.04008,11.02958,5.80498,0.21011,-14.8225,-0.53645,2.19983,0.20496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
216,5/31/2025,00:43.4,1,2,"Horn, Tyner",10068252,Right,NEB,"Jones, Brendan",1000119807,Right,HOL_CRU,Undefined,8,Top,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.62765,-2.131352,-1.990627,1605.823241,267.344507,3:00,5.74228,0.85745,5.18703,-36.99518,2.19689,20.62088,0.65212,0.7024,78.75875,-8.833443,1.670434,0.450579,,,,,,,,,,,,-10.94942,2.02095,-0.68923,50,5.51597,3.43086,-124.20004,-6.01322,-17.08141,25.16899,-29.02133,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,2bebbe10-3e49-11f0-971e-77add66f9bd5,83.6534,,,6.8689,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,00:43.4,2025-05-31T14:00:43.4551808-04:00,2025-05-31T18:00:43.4551808Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,f00f3c77-e506-4143-803a-8f6fe195b73c,55.3134,-125.27217,12.5845,5.74579,-4.77699,-14.51067,-0.85087,4.15848,-8.54071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
217,5/31/2025,00:57.9,1,3,"Horn, Tyner",10068252,Right,NEB,"Jones, Brendan",1000119807,Right,HOL_CRU,Undefined,8,Top,0,1,1,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.13664,-0.876975,-0.159535,2567.695002,115.642336,9:45,5.90071,0.22932,4.97696,-34.90911,4.47567,-7.06115,2.16331,-0.50977,79.06592,-7.18572,-1.407294,0.451685,91.24132,-19.802725,63.699794,,,,,9.25713,9.25713,44.703918,0.053533,3.50666,2.715,-0.20775,50,5.78726,0.64852,-123.72967,-3.22544,5.50334,21.82168,-27.9131,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,348288b0-3e49-11f0-971e-77add66f9bd5,83.44851,2.43179,,6.07072,,,,3.58719,2.43179,0.4574,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,00:57.9,2025-05-31T14:00:57.8513408-04:00,2025-05-31T18:00:57.8513408Z,GroundBall,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,251de9b5-62f0-4d9c-b196-c89281a69c7b,55.52357,-124.70003,10.91084,5.90309,-1.9842,-13.95655,-0.23114,0.4038,2.75167,,3.58623,55.89696,,,,,,,,2.43257,-45.42611,,,,,,,,0.45547,113.09788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,60.10927,13.15330466,10.67216967
218,5/31/2025,01:16.7,1,4,"Horn, Tyner",10068252,Right,NEB,"Jones, Brendan",1000119807,Right,HOL_CRU,Undefined,8,Top,0,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.33157,1.163357,-1.432553,1536.012629,246.795028,2:15,5.72262,0.74764,5.42284,-30.24947,9.58335,18.8693,4.29198,0.978,76.42064,-4.475023,1.923928,0.454247,,,,,,,,,,,,-9.88512,4.86091,-0.63379,50,5.8054,2.25203,-123.56745,1.4654,-14.9712,29.31731,-24.81208,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,3fc400f0-3e49-11f0-971e-77add66f9bd5,82.97788,,,8.91092,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,01:16.7,2025-05-31T14:01:16.7102976-04:00,2025-05-31T18:01:16.7102976Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,51f95391-5711-4206-b402-02d12eecc8b6,55.0711,-124.7648,14.65866,5.72486,2.47876,-12.40604,-0.73825,2.86348,-7.4856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
219,5/31/2025,01:27.8,1,5,"Horn, Tyner",10068252,Right,NEB,"Jones, Brendan",1000119807,Right,HOL_CRU,Undefined,8,Top,0,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.43339,-2.060095,-0.855752,2370.473961,204.527189,12:45,5.83847,0.17917,5.38599,-14.87969,19.04639,8.11052,2.66654,0.05289,83.01355,-4.912538,0.586339,0.419216,75.49309,56.444788,-110.751819,4016.249384,,,,,18.7796,,,-4.3667,10.61721,-0.10869,50,5.64452,1.61925,-133.84759,-5.27455,-7.77785,33.77952,-13.26292,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,465e5f50-3e49-11f0-971e-77add66f9bd5,89.91165,29.21414,,9.41984,,,,1.8978,2.63388,0.05685,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,01:27.8,2025-05-31T14:01:27.8145024-04:00,2025-05-31T18:01:27.8145024Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,b802aff4-06ba-4e27-bb1f-75a27208b793,55.10905,-135.13082,16.88976,5.83532,-4.77071,-6.63146,-0.17581,1.91471,-3.88893,28.996939,1.90443,-21.95972,-7.14153,,,,,,,2.64236,91.92306,-31.39036,,,,,,,0.05517,-57.16274,6.87513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,77.74277,20.05651411,2.066416482
220,5/31/2025,01:43.6,1,6,"Horn, Tyner",10068252,Right,NEB,"Jones, Brendan",1000119807,Right,HOL_CRU,Undefined,8,Top,0,2,2,Curveball,Slider,InPlay,Undefined,FlyBall,Out,1,0,,82.68774,0.422629,-0.686853,2675.826253,62.188385,8:00,5.79677,0.68433,4.86473,-45.10416,-2.57169,-7.43288,2.43809,-0.58513,75.78521,-7.714704,-1.997498,0.469388,65.40387,56.652193,-5.12931,,105.48402,73.42199,-31.19456,154.18448,142.93497,-17.360908,4.629464,3.50236,-1.06516,-0.60995,50,5.79968,1.75947,-119.9735,-0.84585,5.08967,23.85008,-33.72193,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,4fce4be0-3e49-11f0-971e-77add66f9bd5,80.3013,83.96072,,6.90253,,,,2.55213,2.69833,0.55951,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,01:43.6,2025-05-31T14:01:43.6429312-04:00,2025-05-31T18:01:43.6429312Z,Popup,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,36ffb72f-1378-4930-baf3-2b7a92d00512,55.63476,-121.08848,11.92504,5.80237,0.73063,-16.86096,-0.68664,1.52153,2.54484,151.773809,2.54697,52.6128,-13.06546,4.08783,-0.8676,0.02962,0.04295,-0.01007,0.0007,2.69126,80.30319,-24.05029,3.60603,-1.5134,0.54818,-0.1112,0.01044,-0.00032,0.55749,-4.69251,-5.46232,2.1024,-0.22214,-0.18085,0.09059,-0.01629,0.00105,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,45.70817,12.16434026,5.255667185
221,5/31/2025,02:14.1,2,1,"Horn, Tyner",10068252,Right,NEB,"Brown, Colin",1000242461,Right,HOL_CRU,Undefined,8,Top,1,0,0,Fastball,Four-Seam,HitByPitch,Undefined,Undefined,Undefined,0,0,,94.5465,-1.888168,0.496443,2355.957713,194.494496,12:30,5.79629,0.10952,5.23503,-11.89095,20.44253,4.9939,3.02993,0.9923,85.54299,-4.180921,1.381697,0.409258,,,,,,,,,,,,-2.35606,11.1402,-0.15912,50,5.61448,-1.42784,-137.02963,-4.87775,-4.4369,32.98472,-11.19501,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,61e90040-3e49-11f0-971e-77add66f9bd5,92.09936,,,9.00351,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,02:14.1,2025-05-31T14:02:14.0822528-04:00,2025-05-31T18:02:14.0822528Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,8e66f804-c71c-4884-b174-fb6b4fe7bc5a,55.26144,-138.29032,16.49236,5.79273,-4.44987,-5.5975,-0.10779,-1.25826,-2.21845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
222,5/31/2025,07:55.5,3,1,"Broderick, Luke",830153,Right,NEB,"Egrie, CJ",809041,Right,HOL_CRU,Undefined,8,Top,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.11528,-0.152116,-0.008738,2630.284802,64.51035,8:15,6.56612,0.59612,4.65489,-46.91727,-5.90445,-14.83217,2.51183,-0.6482,77.99155,-8.530606,-2.61677,0.460926,,,,,,,,,,,,7.28146,-2.51508,-0.58095,50,6.5074,0.68943,-122.18229,-2.23687,11.08768,22.42364,-36.00385,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,2d7b1b30-3e4a-11f0-971e-77add66f9bd5,81.77545,,,6.12374,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,07:55.5,2025-05-31T14:07:55.5137024-04:00,2025-05-31T18:07:55.5137024Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,5a01bac6-7caa-4e72-9d87-246e1ec3f45e,55.84633,-123.25057,11.21182,6.5731,-0.52161,-18.00193,-0.60121,0.1612,5.54384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
223,5/31/2025,08:13.9,3,2,"Broderick, Luke",830153,Right,NEB,"Egrie, CJ",809041,Right,HOL_CRU,Undefined,8,Top,1,0,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,83.92209,-1.004783,-0.477443,2651.858445,21.111476,6:45,6.49106,0.58713,4.64922,-57.73649,-16.19839,-6.73567,0.72486,-0.42783,77.74178,-11.245415,-1.665243,0.463868,,,,,,,,,,,,3.195,-7.40359,-0.53179,50,6.33459,1.315,-121.82346,-4.50609,4.79337,24.30847,-43.28143,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,3867bcb0-3e4a-11f0-971e-77add66f9bd5,81.25678,,,6.18031,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,08:13.9,2025-05-31T14:08:13.8615296-04:00,2025-05-31T18:08:13.8615296Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,42c50197-754c-4a94-a595-151ba6185bc8,55.85361,-122.98593,12.15424,6.50059,-2.43629,-21.64072,-0.58919,1.08577,2.39669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
224,5/31/2025,08:34.6,3,3,"Broderick, Luke",830153,Right,NEB,"Egrie, CJ",809041,Right,HOL_CRU,Undefined,8,Top,1,1,1,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,92.86908,-0.782122,0.863282,2486.707073,172.413043,11:45,6.61192,0.52455,5.43461,-23.89962,8.86654,-1.05059,3.88774,1.24548,85.35025,-5.19031,0.676246,0.411988,,,,,,,,,,,,0.75346,4.97453,-0.60022,50,6.52626,-1.98355,-134.88625,-2.7446,1.39612,27.76163,-22.95649,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,449ae7f0-3e4a-11f0-971e-77add66f9bd5,91.48925,,,7.51883,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,08:34.6,2025-05-31T14:08:34.5686016-04:00,2025-05-31T18:08:34.5686016Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,eb6afeb4-2715-451c-9b02-debed9523db2,55.06246,-135.92419,13.88081,6.61283,-1.88632,-11.47825,-0.52509,-2.03575,0.69806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
